timestamp_unix_s,timestamp_utc,relative_to_test_start_s,scope,gpu_uuid,gpu,gpu_i_id,gpu_i_profile,model_name,active_requests,sm_partition_pct,sm_configured_pct,sm_physical_pct,dram_partition_pct,dram_configured_pct,dram_physical_pct,fb_used_mib,fb_free_mib,fb_util_partition_pct,fb_util_configured_pct,fb_util_physical_pct,configured_compute_pct,configured_memory_pct,physical_memory_mib,power_w
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,10,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,11,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,983.0,3880.0,20.21386,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,12,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,13,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,7,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,8,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663137.687,2026-09-17T16:38:57.687000Z,-19.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,9,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,10,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,11,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,983.0,3880.0,20.21386,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,12,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,13,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,7,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,8,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663142.687,2026-09-17T16:39:02.687000Z,-14.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,9,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,10,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,11,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,983.0,3880.0,20.21386,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,12,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,13,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,7,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,8,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663147.687,2026-09-17T16:39:07.687000Z,-9.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,9,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663152.687,2026-09-17T16:39:12.687000Z,-4.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,10,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663152.687,2026-09-17T16:39:12.687000Z,-4.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,11,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,983.0,3880.0,20.21386,,,,,40960.0,
1789663152.687,2026-09-17T16:39:12.687000Z,-4.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,12,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0001,,,981.0,3882.0,20.172733,,,,,40960.0,
1789663152.687,2026-09-17T16:39:12.687000Z,-4.067,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,13,1g.5gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,981.0,3882.0,20.172733,,,,,40960.0,
