timestamp_unix_s,timestamp_utc,relative_to_test_start_s,scope,gpu_uuid,gpu,gpu_i_id,gpu_i_profile,model_name,active_requests,sm_partition_pct,sm_configured_pct,sm_physical_pct,dram_partition_pct,dram_configured_pct,dram_physical_pct,fb_used_mib,fb_free_mib,fb_util_partition_pct,fb_util_configured_pct,fb_util_physical_pct,configured_compute_pct,configured_memory_pct,physical_memory_mib,power_w
1789665949.694,2026-09-17T17:25:49.694000Z,7.796,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,13.6358,,,3.9082,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789665949.694,2026-09-17T17:25:49.694000Z,7.796,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789665954.694,2026-09-17T17:25:54.694000Z,12.796,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789665954.694,2026-09-17T17:25:54.694000Z,12.796,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789665924.694,2026-09-17T17:25:24.694000Z,-17.204,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789665929.694,2026-09-17T17:25:29.694000Z,-12.204,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.887
1789665934.694,2026-09-17T17:25:34.694000Z,-7.204,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789665939.694,2026-09-17T17:25:39.694000Z,-2.204,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.008
1789665944.694,2026-09-17T17:25:44.694000Z,2.796,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,95.779
1789665949.694,2026-09-17T17:25:49.694000Z,7.796,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,6.8179,5.843914,,1.9541,1.9541,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789665954.694,2026-09-17T17:25:54.694000Z,12.796,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.008
1789665924.694,2026-09-17T17:25:24.694000Z,-17.204,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789665929.694,2026-09-17T17:25:29.694000Z,-12.204,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.887
1789665934.694,2026-09-17T17:25:34.694000Z,-7.204,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789665939.694,2026-09-17T17:25:39.694000Z,-2.204,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.008
1789665944.694,2026-09-17T17:25:44.694000Z,2.796,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,95.779
1789665949.694,2026-09-17T17:25:49.694000Z,7.796,system,all,,,,,0,,6.8179,5.843914,,1.9541,1.9541,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789665954.694,2026-09-17T17:25:54.694000Z,12.796,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.008
